384well,195,96well,1,7
384well,196,96well,1,12
384well,197,96well,1,6
384well,198,96well,1,9
384well,199,96well,1,6
384well,200,96well,1,6
384well,201,96well,1,12
384well,202,96well,1,7
384well,203,96well,1,7
384well,204,96well,1,12
384well,205,96well,1,12
384well,206,96well,1,9
384well,207,96well,1,7
384well,208,96well,1,9
384well,209,96well,1,7
384well,210,96well,1,7
384well,211,96well,1,7
384well,212,96well,1,7
384well,213,96well,1,9
384well,214,96well,1,12
384well,215,96well,1,12
384well,216,96well,1,7
384well,217,96well,1,5
384well,218,96well,1,14
384well,219,96well,1,7
384well,220,96well,1,12
384well,221,96well,1,9
384well,222,96well,1,7
384well,223,96well,1,7
384well,224,96well,1,15
384well,225,96well,1,12
384well,226,96well,1,9
384well,227,96well,1,7
384well,228,96well,1,14
384well,229,96well,1,9
384well,230,96well,1,12
384well,231,96well,1,9
384well,232,96well,1,7
384well,233,96well,1,9
384well,234,96well,1,12
384well,235,96well,1,10
384well,236,96well,1,12
384well,237,96well,1,7